first_name,male_count,female_count
Wandalee,0,9
Waneda,0,11
Waneta,0,87
Wanetta,0,31
Wanita,0,71
Wanna,0,21
Ward,276,0
Wardell,56,0
Warden,9,0
Warner,125,0
Warren,3582,25
Warrene,0,5
Warrick,5,0
Wash,18,0
Washington,46,0
Wasil,9,0
Wasyl,7,0
Watson,63,0
Watt,10,0
Waunda,0,6
Wauneta,0,23
Waunetta,0,9
Waunita,0,35
Wava,0,60
Wave,0,8
Waveline,0,6
Waverly,40,0
Wavie,0,6
Way,6,0
Waylan,6,0
Wayland,57,0
Waylon,14,0
Wayman,49,0
Waymon,67,0
Waymond,18,0
Wayne,2730,23
Wealthy,0,9
Weaver,11,0
Webb,19,0
Webber,6,0
Weber,5,0
Webster,86,0
Welborn,9,0
Welby,10,0
Welcome,11,0
Welda,0,5
Weldon,273,10
Welford,8,0
Wellington,53,0
Wells,22,0
Welma,0,8
Weltha,0,10
Welton,67,0
Wendal,6,0
Wendall,28,0
Wendel,26,0
Wendell,633,0
Wendle,5,0
Wenona,0,19
Wenonah,0,14
Wentworth,5,0
Wenzel,5,0
Werner,60,0
Wes,6,0
Wesley,1347,10
Wesly,7,0
Wess,5,0
Wessie,0,10
West,28,0
Westley,28,0
Westly,8,0
Weston,49,0
Wetona,0,6
Wetzel,7,0
Weyman,10,0
Wheeler,25,0
Whilma,0,5
Whit,19,0
Whitfield,12,0
Whitman,7,0
Whitney,38,0
Wiladean,0,5
Wilba,0,9
Wilber,160,0
Wilbern,24,0
Wilbert,813,0
Wilberta,0,9
Wilbon,5,0
Wilborn,24,0
Wilbur,1667,10
Wilburn,284,0
Wilburt,23,0
Wilburta,0,5
Wilda,0,362
Wilder,7,0
Wildon,5,0
Wildred,5,0
Wilena,0,7
Wiletta,0,9
Wiley,238,0
Wilferd,15,0
Wilford,257,0
Wilfred,728,0
Wilfrid,53,0
Wilhelm,12,0
Wilhelmena,0,23
Wilhelmenia,0,29
Wilhelmina,0,198
Wilhelmine,0,9
Wilhemina,0,16
Wilho,8,0
Wiliam,11,0
Wilie,5,0
Wilkie,6,0
Wilkin,5,0
Wilkins,5,0
Will,354,9
Willa,0,471
Willadean,0,51
Willadeen,0,35
Willadene,0,12
Willaim,16,0
Willam,63,0
Willamae,0,17
Willard,1834,26
Willas,5,0
Wille,6,7
Willeen,0,6
Willella,0,6
Willena,0,28
Willene,0,77
Willer,5,5
Willet,5,0
Willeta,0,5
Willett,5,5
Willetta,0,45
Willette,0,27
Willey,14,0
Willia,5,75
Williadean,0,5
William,53506,245
Williams,65,0
Williamson,9,0
Willian,58,5
Williard,32,0
Willie,6700,3992
Williemae,0,29
Willies,5,0
Willine,0,15
Williom,5,0
Willis,1261,15
Willma,0,25
Willmar,5,0
Willmer,13,0
Willo,0,23
Willodean,0,53
Willodeen,0,8
Willodene,0,15
Willow,6,26
Willy,20,0
Willye,0,6
Willys,14,0
Wilma,19,4066
Wilmar,15,0
Wilmer,365,29
Wilmetta,0,6
Wilmina,0,10
Wilmon,12,0
Wilmont,9,0
Wilmot,15,0
Wilmoth,0,10
Wilmuth,0,7
Wilna,0,26
Wilodean,0,8
Wilodene,0,6
Wilsie,0,10
Wilson,543,0
Wilton,208,0
Windell,32,0
Windsor,6,0
Winefred,0,6
Winferd,11,0
Winfield,95,0
Winford,107,0
Winfred,231,10
Winfrey,6,0
Wing,6,0
Winifred,33,1269
Winna,0,6
Winnefred,0,6
Winnell,0,6
Winnette,0,6
Winnie,8,498
Winniefred,0,5
Winnifred,0,131
Winnona,0,7
Winona,0,289
Winslow,27,0
Winson,5,0
Winston,262,0
Winthrop,27,0
Winton,57,0
Wiona,0,5
Wirt,13,0
Witold,5,0
Wm,62,10
Wonda,0,7
Wood,7,0
Woodard,11,0
Woodford,10,0
Woodie,27,10
Woodroe,9,0
Woodrow,516,5
Woodruff,5,0
Woodson,22,0
Woodward,7,0
Woody,21,0
Worley,24,0
Worth,57,0
Worthy,15,0
Wray,13,0
Wreatha,0,5
Wren,9,0
Wretha,0,9
Wright,27,0
Wyatt,66,0
Wyla,0,5
Wylene,0,18
Wylie,71,5
Wylma,0,19
Wylodean,0,6
Wyman,54,0
Wymon,8,0
Wymond,5,0
Wynell,0,19
Wynelle,0,24
Wynema,0,22
Wynetta,0,7
Wynette,0,10
Wynn,5,0
Wynne,0,7
Wynona,0,79
Wyolene,0,7
Wyoma,0,22
Wyona,0,32
Xavier,9,0
Yachiyo,0,5
Yaeko,0,28
Yale,15,0
Yancey,5,0
Yancy,7,0
Yasuko,0,19
Yasuo,9,0
Yates,5,0
Yetta,0,105
Ygnacio,15,0
Ynes,0,5
Yola,0,27
Yolanda,0,573
Yolande,0,26
Yolando,0,6
Yolonda,0,8
Yona,0,7
Yoneko,0,9
Yoneo,6,0
York,7,0
Yoshi,0,6
Yoshie,0,38
Yoshiharu,8,0
Yoshiko,0,64
Yoshimi,7,0
Yoshinori,6,0
Yoshio,57,0
Yoshiro,5,0
Yoshito,9,0
Yoshiye,0,11
Yoshiyuki,10,0
Young,21,0
Ysabel,13,15
Ysidoro,5,0
Ysidra,0,7
Ysidro,25,0
Ysmael,6,0
Yukie,0,16
Yukiko,0,26
Yukio,19,0
Yukiye,0,5
Yula,0,7
Yuri,0,5
Yuriko,0,26
Yutaka,22,0
Yuvonne,0,5
Yvette,0,155
Yvonna,0,8
Yvonne,0,910
Zachariah,7,0
Zachary,13,0
Zack,53,0
Zada,0,30
Zadie,0,24
Zaida,0,6
Zana,0,13
Zane,87,9
Zannie,0,10
Zara,0,12
Zaragoza,5,0
Zaven,6,0
Zeb,41,0
Zebedee,17,0
Zeda,0,7
Zeddie,5,0
Zeffie,0,5
Zeke,9,0
Zela,0,20
Zelda,0,250
Zelia,0,19
Zell,0,9
Zella,0,235
Zelma,5,417
Zelmer,5,6
Zelpha,0,38
Zelphia,0,15
Zena,0,39
Zenaida,0,9
Zenas,7,0
Zenda,0,5
Zenia,0,7
Zenith,5,10
Zenna,0,8
Zeno,16,0
Zenobia,0,53
Zenon,15,0
Zeola,0,21
Zephyr,0,5
Zera,0,11
Zerelda,0,5
Zerita,0,6
Zerline,0,5
Zeta,0,16
Zetta,0,34
Zettie,0,49
Zigmund,22,0
Zilla,0,9
Zilpha,0,16
Zilphia,0,10
Zina,0,15
Zipporah,0,5
Zita,0,47
Zoa,0,6
Zoe,0,74
Zoila,0,8
Zola,0,184
Zollie,17,5
Zoltan,12,0
Zolton,9,0
Zona,0,104
Zonia,0,6
Zonnie,0,5
Zora,0,122
Zorka,0,6
Zula,0,95
Zulema,0,14
Zygmund,12,0
Zygmunt,10,0
Zylpha,0,5
